Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,
TASR,TASER International Inc,29.45,$1.54B,na,Capital Goods,Ordnance And Accessories,http//www.nasdaq.com/symbol/tasr,
TATT,TAT Technologies Ltd.,7.72,$68M,na,Capital Goods,Aerospace,http//www.nasdaq.com/symbol/tatt,
TAYD,Taylor Devices Inc,19.94,$67.76M,na,Capital Goods,Industrial Machinery/Components,http//www.nasdaq.com/symbol/tayd,
TCPC,TCP Capital Corp.,15.92,$807.22M,2012,na,na,http//www.nasdaq.com/symbol/tcpc,
AMTD,TD Ameritrade Holding Corporation,31.16,$16.4B,1997,Finance,Investment Bankers/Brokers/Service,http//www.nasdaq.com/symbol/amtd,
TEAR,TearLab Corporation,0.7599,$39.85M,na,Health Care,Medical_Dental Instruments,http//www.nasdaq.com/symbol/tear,
TECD,Tech Data Corporation,80.6,$2.84B,1986,Technology,Retail Computer Software & Peripheral Equipment,http//www.nasdaq.com/symbol/tecd,
TCCO,Technical Communications Corporation,2.5801,$4.75M,na,Technology,Radio And Television Broadcasting And Communications Equipment,http//www.nasdaq.com/symbol/tcco,
TTGT,TechTarget Inc,7.83,$213.13M,2007,Miscellaneous,Business Services,http//www.nasdaq.com/symbol/ttgt,
TGLS,Tecnoglass Inc.,12.05,$336.39M,2012,Consumer Durables,Electronic Components,http//www.nasdaq.com/symbol/tgls,
TGEN,Tecogen Inc.,5.02,$99.58M,2014,Capital Goods,Industrial Machinery/Components,http//www.nasdaq.com/symbol/tgen,
TNAV,TeleNav Inc,5.73,$243.82M,2010,Capital Goods,Industrial Machinery/Components,http//www.nasdaq.com/symbol/tnav,
TTEC,TeleTech Holdings Inc,29.16,$1.38B,1996,Technology,Professional Services,http//www.nasdaq.com/symbol/ttec,
TLGT,Teligent Inc,8.31,$441.22M,na,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/tlgt,
TENX,Tenax Therapeutics Inc,2.4,$67.49M,na,Health Care,Biotechnology Commercial Physical & Biological Resarch,http//www.nasdaq.com/symbol/tenx,
GLBL,TerraForm Global Inc,3.46,$616.06M,2015,Public Utilities,Electric Utilities Central,http//www.nasdaq.com/symbol/glbl,
TERP,TerraForm Power Inc,11.52,$1.62B,2014,Public Utilities,Electric Utilities Central,http//www.nasdaq.com/symbol/terp,
TRTL,Terrapin 3 Acquisition Corporation,10,$152.57M,2014,Finance,Business Services,http//www.nasdaq.com/symbol/trtl,
TRTLU,Terrapin 3 Acquisition Corporation,10.06,$186.11M,2014,Finance,Business Services,http//www.nasdaq.com/symbol/trtlu,
TRTLW,Terrapin 3 Acquisition Corporation,0.2282,na,2014,Finance,Business Services,http//www.nasdaq.com/symbol/trtlw,
TVIA,TerraVia Holdings Inc,2.57,$219.02M,2011,Basic Industries,Major Chemicals,http//www.nasdaq.com/symbol/tvia,
TBNK,Territorial Bancorp Inc.,27.91,$269.7M,2009,Finance,Savings Institutions,http//www.nasdaq.com/symbol/tbnk,
TSRO,TESARO Inc,94.65,$4.86B,2012,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/tsro,
TESO,Tesco Corporation,7.52,$348.96M,na,Energy,Metal Fabrications,http//www.nasdaq.com/symbol/teso,
TSLA,Tesla Motors Inc,223.61,$33.25B,2010,Capital Goods,Auto Manufacturing,http//www.nasdaq.com/symbol/tsla,
TESS,TESSCO Technologies Incorporated,12.9,$107.19M,1994,Consumer Non-Durables,Electronic Components,http//www.nasdaq.com/symbol/tess,
TSRA,Tessera Technologies Inc,32.53,$1.58B,2003,Technology,Semiconductors,http//www.nasdaq.com/symbol/tsra,
TTEK,Tetra Tech Inc,34.06,$1.96B,1991,Consumer Services,Military/Government/Technical,http//www.nasdaq.com/symbol/ttek,
TLOG,TetraLogic Pharmaceuticals Corporation,0.199,$4.93M,2013,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/tlog,
TTPH,Tetraphase Pharmaceuticals Inc,4.01,$147.16M,2013,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/ttph,
TCBI,Texas Capital Bancshares Inc,50.42,$2.32B,2003,Finance,Major Banks,http//www.nasdaq.com/symbol/tcbi,
TCBIL,Texas Capital Bancshares Inc,26.25,na,na,Finance,Major Banks,http//www.nasdaq.com/symbol/tcbil,
TCBIP,Texas Capital Bancshares Inc,26.45,$158.7M,na,Finance,Major Banks,http//www.nasdaq.com/symbol/tcbip,
TCBIW,Texas Capital Bancshares Inc,33.27,na,na,Finance,Major Banks,http//www.nasdaq.com/symbol/tcbiw,
TXN,Texas Instruments Incorporated,69.82,$70.04B,na,Technology,Semiconductors,http//www.nasdaq.com/symbol/txn,
TXRH,Texas Roadhouse Inc,46.06,$3.24B,2004,Consumer Services,Restaurants,http//www.nasdaq.com/symbol/txrh,
TFSL,TFS Financial Corporation,18.46,$5.27B,na,Finance,Savings Institutions,http//www.nasdaq.com/symbol/tfsl,
TGTX,TG Therapeutics Inc,6.01,$327.28M,na,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/tgtx,
ABCO,The Advisory Board Company,41.38,$1.67B,2001,Consumer Services,Other Consumer Services,http//www.nasdaq.com/symbol/abco,
ANDE,The Andersons Inc,35.83,$1.01B,na,Consumer Services,Farming/Seeds/Milling,http//www.nasdaq.com/symbol/ande,
TBBK,The Bancorp Inc,4.94,$187.45M,na,Finance,Major Banks,http//www.nasdaq.com/symbol/tbbk,
BONT,The Bon-Ton Stores Inc,1.54,$33.21M,1991,Consumer Services,Department/Specialty Retail Stores,http//www.nasdaq.com/symbol/bont,
CG,The Carlyle Group L.P.,16.06,$5.21B,2012,Finance,Investment Managers,http//www.nasdaq.com/symbol/cg,
CAKE,The Cheesecake Factory Incorporated,52.1,$2.5B,1992,Consumer Services,Restaurants,http//www.nasdaq.com/symbol/cake,
CHEF,The Chefs' Warehouse Inc,10.89,$285.67M,2011,Consumer Non-Durables,Food Distributors,http//www.nasdaq.com/symbol/chef,
TCFC,The Community Financial Corporation,22.72,$105.81M,na,Finance,Major Banks,http//www.nasdaq.com/symbol/tcfc,
DSGX,The Descartes Systems Group Inc.,20.51,$1.55B,na,Technology,Computer Software Prepackaged Software,http//www.nasdaq.com/symbol/dsgx,
DXYN,The Dixie Group Inc,3.74,$60.32M,na,Consumer Durables,Home Furnishings,http//www.nasdaq.com/symbol/dxyn,
ENSG,The Ensign Group Inc,18.91,$954.6M,2007,Health Care,Hospital/Nursing Management,http//www.nasdaq.com/symbol/ensg,
XONE,The ExOne Company,13.71,$220.29M,2013,Capital Goods,Industrial Machinery/Components,http//www.nasdaq.com/symbol/xone,
FINL,The Finish Line Inc,23.61,$978.55M,1992,Consumer Services,Clothing/Shoe/Accessory Stores,http//www.nasdaq.com/symbol/finl,
FBMS,The First Bancshares Inc,17.76,$96.94M,na,Finance,Major Banks,http//www.nasdaq.com/symbol/fbms,
FLIC,The First of Long Island Corporation,30.9,$484.2M,na,Finance,Major Banks,http//www.nasdaq.com/symbol/flic,
GT,The Goodyear Tire & Rubber Company,28.85,$7.57B,na,Consumer Durables,Automotive Aftermarket,http//www.nasdaq.com/symbol/gt,
HABT,The Habit Restaurants Inc,15.03,$390.94M,2014,Consumer Services,Restaurants,http//www.nasdaq.com/symbol/habt,
HCKT,The Hackett Group Inc,15.57,$444.65M,na,Consumer Services,Professional Services,http//www.nasdaq.com/symbol/hckt,
HAIN,The Hain Celestial Group Inc,39.35,$4.07B,na,Consumer Non-Durables,Packaged Foods,http//www.nasdaq.com/symbol/hain,
FITS,The Health and Fitness ETF,27.33,na,na,na,na,http//www.nasdaq.com/symbol/fits,
CUBA,The Herzfeld Caribbean Basin Fund Inc,6.41,$37.36M,na,na,na,http//www.nasdaq.com/symbol/cuba,
INTG,The Intergroup Corporation,24.15,$57.57M,na,Consumer Services,Building operators,http//www.nasdaq.com/symbol/intg,
JYNT,The Joint Corp.,2.16,$27.5M,2014,Miscellaneous,Multi-Sector Companies,http//www.nasdaq.com/symbol/jynt,
KEYW,The KEYW Holding Corporation,10.37,$424.71M,2010,Technology,EDP Services,http//www.nasdaq.com/symbol/keyw,
KHC,The Kraft Heinz Company,88.96,$108.32B,na,Consumer Non-Durables,Packaged Foods,http//www.nasdaq.com/symbol/khc,
OLD,The Long-Term Care ETF,26.96,$2.7M,na,na,na,http//www.nasdaq.com/symbol/old,
MDCO,The Medicines Company,36.86,$2.6B,2000,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/mdco,
MIK,The Michaels Companies Inc,25.34,$5.26B,2014,Consumer Services,Recreational Products/Toys,http//www.nasdaq.com/symbol/mik,
MIDD,The Middleby Corporation,128.62,$7.4B,na,Technology,Industrial Machinery/Components,http//www.nasdaq.com/symbol/midd,
NAVG,The Navigators Group Inc,92.24,$1.34B,1986,Finance,Property-Casualty Insurers,http//www.nasdaq.com/symbol/navg,
SLIM,The Obesity ETF,25.75,na,na,na,na,http//www.nasdaq.com/symbol/slim,
STKS,The ONE Group Hospitality Inc,2.44,$60.97M,na,Consumer Services,Restaurants,http//www.nasdaq.com/symbol/stks,
ORG,The Organics ETF,25.87,na,na,na,na,http//www.nasdaq.com/symbol/org,
PCLN,The Priceline Group Inc.,1408.66,$69.63B,1999,Miscellaneous,Business Services,http//www.nasdaq.com/symbol/pcln,
PRSC,The Providence Service Corporation,44.68,$647.82M,2003,Consumer Services,Transportation Services,http//www.nasdaq.com/symbol/prsc,
BITE,The Restaurant ETF,26.45,na,na,na,na,http//www.nasdaq.com/symbol/bite,
RMR,The RMR Group Inc.,37.88,$1.17B,na,Consumer Services,Professional Services,http//www.nasdaq.com/symbol/rmr,
SPNC,The Spectranetics Corporation,24.82,$1.07B,1992,Health Care,Biotechnology Electromedical & Electrotherapeutic Apparatus,http//www.nasdaq.com/symbol/spnc,
ULTI,The Ultimate Software Group Inc,212.94,$6.16B,1998,Technology,Computer Software Prepackaged Software,http//www.nasdaq.com/symbol/ulti,
YORW,The York Water Company,28.08,$361.38M,na,Public Utilities,Water Supply,http//www.nasdaq.com/symbol/yorw,
NCTY,The9 Limited,1.65,$61.52M,2004,Miscellaneous,Business Services,http//www.nasdaq.com/symbol/ncty,
TBPH,Theravance Biopharma Inc,27.51,$1.32B,na,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/tbph,
TST,TheStreet Inc,1.22,$43.01M,na,Consumer Services,Newspapers/Magazines,http//www.nasdaq.com/symbol/tst,
TCRD,THL Credit Inc,10,$331.69M,2010,na,na,http//www.nasdaq.com/symbol/tcrd,
THLD,Threshold Pharmaceuticals Inc,0.61,$43.62M,2005,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/thld,
TICC,TICC Capital Corp.,6.01,$309.39M,2003,na,na,http//www.nasdaq.com/symbol/ticc,
TTS,Tile Shop Hldgs Inc,16.78,$864.46M,na,Consumer Services,Home Furnishings,http//www.nasdaq.com/symbol/tts,
TIL,Till Capital Ltd.,4,$13.72M,na,Finance,Property-Casualty Insurers,http//www.nasdaq.com/symbol/til,
TSBK,Timberland Bancorp Inc,15.2,$105.5M,na,Finance,Banks,http//www.nasdaq.com/symbol/tsbk,
TIPT,Tiptree Financial Inc.,5.19,$222.77M,na,Finance,Specialty Insurers,http//www.nasdaq.com/symbol/tipt,
TITN,Titan Machinery Inc.,10.88,$234.87M,2007,Consumer Services,Other Specialty Stores,http//www.nasdaq.com/symbol/titn,
TTNP,Titan Pharmaceuticals Inc,5.3,$112.35M,na,Health Care,Biotechnology Biological Products (No Diagnostic Substances),http//www.nasdaq.com/symbol/ttnp,
TIVO,TiVo Inc.,10.64,$1.06B,1999,Consumer Services,Television Services,http//www.nasdaq.com/symbol/tivo,
TMUS,T-Mobile US Inc,46.24,$38.04B,na,Public Utilities,Telecommunications Equipment,http//www.nasdaq.com/symbol/tmus,
TMUSP,T-Mobile US Inc,77.89,na,na,Public Utilities,Telecommunications Equipment,http//www.nasdaq.com/symbol/tmusp,
TBRA,Tobira Therapeutics Inc,4.79,$90.15M,2013,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/tbra,
TKAI,Tokai Pharmaceuticals Inc,1.13,$25.58M,2014,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/tkai,
TNXP,Tonix Pharmaceuticals Holding Corp.,2.51,$64.91M,na,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/tnxp,
TISA,Top Image SystemsLtd,1.81,$32.43M,1996,Technology,Computer peripheral equipment,http//www.nasdaq.com/symbol/tisa,
TOPS,TOP Ships Inc.,4.57,$9.51M,na,Transportation,Marine Transportation,http//www.nasdaq.com/symbol/tops,
TORM,TOR Minerals International Inc,5.8366,$20.67M,1988,Basic Industries,Major Chemicals,http//www.nasdaq.com/symbol/torm,
TRCH,Torchlight Energy Resources Inc,1.5,$54.25M,na,Energy,Oil & Gas Production,http//www.nasdaq.com/symbol/trch,
TSEM,Tower Semiconductor Ltd.,15.08,$1.3B,1994,Technology,Semiconductors,http//www.nasdaq.com/symbol/tsem,
TWER,Towerstream Corporation,2.43,$407020.14,na,Consumer Services,Telecommunications Equipment,http//www.nasdaq.com/symbol/twer,
CLUB,Town Sports International Holdings Inc,2.64,$67.98M,2006,Consumer Services,Hotels/Resorts,http//www.nasdaq.com/symbol/club,
TOWN,Towne Bank,23.25,$1.2B,na,na,na,http//www.nasdaq.com/symbol/town,
TPIC,TPI Composites Inc,18.6,$610.07M,2016,Energy,Industrial Machinery/Components,http//www.nasdaq.com/symbol/tpic,
TCON,TRACON Pharmaceuticals Inc,5.92,$72.25M,2015,Health Care,Biotechnology Biological Products (No Diagnostic Substances),http//www.nasdaq.com/symbol/tcon,
TSCO,Tractor Supply Company,85.25,$11.39B,1994,Consumer Services,RETAIL Building Materials,http//www.nasdaq.com/symbol/tsco,
TWMC,Trans World Entertainment Corp.,3.57,$108.33M,na,Consumer Services,Consumer Electronics/Video Chains,http//www.nasdaq.com/symbol/twmc,
TACT,TransAct Technologies Incorporated,7.55,$56.32M,1996,Technology,Computer peripheral equipment,http//www.nasdaq.com/symbol/tact,
TRNS,Transcat Inc,10.5,$73.42M,na,Capital Goods,Electrical Products,http//www.nasdaq.com/symbol/trns,
TBIO,Transgenomic Inc,0.37,$7.66M,2000,Capital Goods,Biotechnology Laboratory Analytical Instruments,http//www.nasdaq.com/symbol/tbio,
TGA,Transglobe Energy Corp,1.92,$138.63M,na,Energy,Oil & Gas Production,http//www.nasdaq.com/symbol/tga,
TTHI,Transition Therapeutics Inc,1.62,$62.85M,na,Consumer Durables,Specialty Chemicals,http//www.nasdaq.com/symbol/tthi,
TA,TravelCenters of America LLC,7.31,$284.01M,na,Consumer Durables,Automotive Aftermarket,http//www.nasdaq.com/symbol/ta,
TANNI,TravelCenters of America LLC,25.6,na,na,Consumer Durables,Automotive Aftermarket,http//www.nasdaq.com/symbol/tanni,
TANNL,TravelCenters of America LLC,25.38,na,na,Consumer Durables,Automotive Aftermarket,http//www.nasdaq.com/symbol/tannl,
TANNZ,TravelCenters of America LLC,25.55,na,na,Consumer Durables,Automotive Aftermarket,http//www.nasdaq.com/symbol/tannz,
TZOO,Travelzoo Inc.,11.13,$154.1M,na,Technology,EDP Services,http//www.nasdaq.com/symbol/tzoo,
TRVN,Trevena Inc,7.28,$379.86M,2014,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/trvn,
TCBK,TriCo Bancshares,25.94,$592.01M,na,Finance,Major Banks,http//www.nasdaq.com/symbol/tcbk,
TRIL,Trillium Therapeutics Inc.,11.46,$89.56M,na,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/tril,
TRS,TriMas Corporation,18.48,$840.17M,2007,Capital Goods,Industrial Specialties,http//www.nasdaq.com/symbol/trs,
TRMB,Trimble Navigation Limited,27.82,$6.93B,1990,Capital Goods,Industrial Machinery/Components,http//www.nasdaq.com/symbol/trmb,
TRIB,Trinity Biotech plc,12.51,$299.74M,1992,Health Care,Biotechnology In Vitro & In Vivo Diagnostic Substances,http//www.nasdaq.com/symbol/trib,
TRIP,TripAdvisor Inc,62,$9.03B,na,Technology,Computer Software Programming Data Processing,http//www.nasdaq.com/symbol/trip,
TSC,TriState Capital Holdings Inc,14.65,$413.35M,2013,Finance,Major Banks,http//www.nasdaq.com/symbol/tsc,
TBK,Triumph Bancorp Inc,18.18,$329.19M,2014,Finance,Major Banks,http//www.nasdaq.com/symbol/tbk,
TRNC,tronc Inc,15.38,$560.04M,na,Consumer Services,Newspapers/Magazines,http//www.nasdaq.com/symbol/trnc,
TROV,TrovaGene Inc,5.59,$168.52M,na,Health Care,Biotechnology Biological Products (No Diagnostic Substances),http//www.nasdaq.com/symbol/trov,
TROVU,TrovaGene Inc,17.69,na,na,Health Care,Biotechnology Biological Products (No Diagnostic Substances),http//www.nasdaq.com/symbol/trovu,
TROVW,TrovaGene Inc,1.9681,na,na,Health Care,Biotechnology Biological Products (No Diagnostic Substances),http//www.nasdaq.com/symbol/trovw,
TRUE,TrueCar Inc,10.81,$914.6M,2014,Technology,Computer Software Programming Data Processing,http//www.nasdaq.com/symbol/true,
THST,Truett-Hurst Inc,1.8,$7.7M,2013,Consumer Non-Durables,Beverages (Production/Distribution),http//www.nasdaq.com/symbol/thst,
TRUP,Trupanion Inc,14.98,$434.66M,na,Health Care,Medical Specialities,http//www.nasdaq.com/symbol/trup,
TRST,TrustCo Bank Corp NY,6.94,$663.46M,na,Finance,Major Banks,http//www.nasdaq.com/symbol/trst,
TRMK,Trustmark Corporation,26.89,$1.82B,na,Finance,Major Banks,http//www.nasdaq.com/symbol/trmk,
TSRI,TSR Inc,5.63,$11.05M,na,Technology,EDP Services,http//www.nasdaq.com/symbol/tsri,
TTMI,TTM Technologies Inc,10.38,$1.04B,2000,Technology,Electrical Products,http//www.nasdaq.com/symbol/ttmi,
TUBE,TubeMogul Inc,9.65,$349.53M,2014,Technology,Computer Software Prepackaged Software,http//www.nasdaq.com/symbol/tube,
TCX,Tucows Inc.,26.96,$280.99M,na,Technology,EDP Services,http//www.nasdaq.com/symbol/tcx,
TUES,Tuesday Morning Corp.,7.79,$346.93M,1999,Consumer Services,Department/Specialty Retail Stores,http//www.nasdaq.com/symbol/tues,
TOUR,Tuniu Corporation,9.78,$935.53M,2014,Consumer Services,Transportation Services,http//www.nasdaq.com/symbol/tour,
HEAR,Turtle Beach Corporation,1.05,$51.69M,na,Consumer Durables,Telecommunications Equipment,http//www.nasdaq.com/symbol/hear,
TUTI,Tuttle Tactical Management Multi-Strategy Income ETF,22.98,$41.36M,na,na,na,http//www.nasdaq.com/symbol/tuti,
TUTT,Tuttle Tactical Management U.S. Core ETF,22.19,$66.57M,na,na,na,http//www.nasdaq.com/symbol/tutt,
FOX,Twenty-First Century Fox Inc,26.13,$48.67B,na,Consumer Services,Television Services,http//www.nasdaq.com/symbol/fox,
FOXA,Twenty-First Century Fox Inc,25.46,$31.09B,na,Consumer Services,Television Services,http//www.nasdaq.com/symbol/foxa,
TWIN,Twin Disc Incorporated,10.65,$120.88M,na,Technology,Industrial Machinery/Components,http//www.nasdaq.com/symbol/twin,
TRCB,Two River Bancorp,11.37,$90.63M,na,Finance,Major Banks,http//www.nasdaq.com/symbol/trcb,
USCR,U S Concrete Inc,56.79,$865M,na,Capital Goods,Building Materials,http//www.nasdaq.com/symbol/uscr,
UBNT,Ubiquiti Networks Inc,50.23,$4.17B,2011,Technology,Radio And Television Broadcasting And Communications Equipment,http//www.nasdaq.com/symbol/ubnt,
UFPT,UFP Technologies Inc,23.76,$171.62M,1993,Capital Goods,Containers/Packaging,http//www.nasdaq.com/symbol/ufpt,
ULTA,Ulta Salon Cosmetics & Fragrance Inc,265.9,$16.61B,2007,Consumer Services,Other Specialty Stores,http//www.nasdaq.com/symbol/ulta,
UCTT,Ultra Clean Holdings Inc,6.45,$211.77M,2004,Technology,Semiconductors,http//www.nasdaq.com/symbol/uctt,
RARE,Ultragenyx Pharmaceutical Inc.,65.66,$2.59B,2014,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/rare,
ULBI,Ultralife Corporation,4.31,$65.51M,1992,Miscellaneous,Industrial Machinery/Components,http//www.nasdaq.com/symbol/ulbi,
ULTR,Ultrapetrol (Bahamas) Limited,0.3405,$47.92M,2006,Transportation,Marine Transportation,http//www.nasdaq.com/symbol/ultr,
UTEK,Ultratech Inc,25.37,$679.04M,1993,Technology,Industrial Machinery/Components,http//www.nasdaq.com/symbol/utek,
UMBF,UMB Financial Corporation,57.96,$2.87B,na,Finance,Major Banks,http//www.nasdaq.com/symbol/umbf,
UMPQ,Umpqua Holdings Corporation,15.77,$3.47B,na,Finance,Savings Institutions,http//www.nasdaq.com/symbol/umpq,
UNAM,Unico American Corporation,11.5,$61.03M,na,Finance,Property-Casualty Insurers,http//www.nasdaq.com/symbol/unam,
UNIS,Unilife Corporation,3.05,$50.81M,na,Health Care,Medical_Dental Instruments,http//www.nasdaq.com/symbol/unis,
UBSH,Union Bankshares Corporation,27.17,$1.18B,na,Finance,Major Banks,http//www.nasdaq.com/symbol/ubsh,
UNB,Union Bankshares Inc,34.53,$153.99M,na,Finance,Major Banks,http//www.nasdaq.com/symbol/unb,
UNXL,Uni-Pixel Inc,1.44,$64.86M,na,Capital Goods,Industrial Machinery/Components,http//www.nasdaq.com/symbol/unxl,
QURE,uniQure N.V.,8.82,$218.84M,2014,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/qure,
UBCP,United Bancorp Inc,9.9437,$53.55M,na,Finance,Major Banks,http//www.nasdaq.com/symbol/ubcp,
UBOH,United Bancshares Inc,19.63,$64.72M,na,Finance,Major Banks,http//www.nasdaq.com/symbol/uboh,
UBSI,United Bankshares Inc,39,$2.98B,na,Finance,Major Banks,http//www.nasdaq.com/symbol/ubsi,
UCBA,United Community Bancorp,14.84,$62.35M,na,Finance,Savings Institutions,http//www.nasdaq.com/symbol/ucba,
UCBI,United Community Banks Inc,19.75,$1.4B,na,Finance,Major Banks,http//www.nasdaq.com/symbol/ucbi,
UCFC,United Community Financial Corp.,6.73,$312.94M,na,Finance,Banks,http//www.nasdaq.com/symbol/ucfc,
UDF,United Development Funding IV,3.2,$98.15M,na,Consumer Services,Real Estate Investment Trusts,http//www.nasdaq.com/symbol/udf,
UBNK,United Financial Bancorp Inc,13.35,$671.41M,na,Finance,Banks,http//www.nasdaq.com/symbol/ubnk,
UFCS,United Fire Group Inc,42.57,$1.08B,na,Finance,Property-Casualty Insurers,http//www.nasdaq.com/symbol/ufcs,
UIHC,United Insurance Holdings Corp.,14.81,$320.54M,na,Finance,Property-Casualty Insurers,http//www.nasdaq.com/symbol/uihc,
UNFI,United Natural Foods Inc,48.19,$2.43B,1996,Consumer Non-Durables,Food Distributors,http//www.nasdaq.com/symbol/unfi,
UBFO,United Security Bancshares,6.1,$99.88M,na,Finance,Major Banks,http//www.nasdaq.com/symbol/ubfo,
USBI,United Security Bancshares Inc,9.02,$54.51M,na,Finance,Major Banks,http//www.nasdaq.com/symbol/usbi,
USLM,United States Lime & Minerals Inc,62.99,$350.52M,na,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http//www.nasdaq.com/symbol/uslm,
UTHR,United Therapeutics Corporation,125.22,$5.44B,1999,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/uthr,
UG,United-Guardian Inc,14.63,$67.21M,na,Consumer Non-Durables,Package Goods/Cosmetics,http//www.nasdaq.com/symbol/ug,
UNTY,Unity Bancorp Inc,12.51,$106.17M,na,Finance,Major Banks,http//www.nasdaq.com/symbol/unty,
OLED,Universal Display Corporation,59.49,$2.79B,na,Capital Goods,Electrical Products,http//www.nasdaq.com/symbol/oled,
UEIC,Universal Electronics Inc.,77.88,$1.13B,1993,Consumer Non-Durables,Consumer Electronics/Appliances,http//www.nasdaq.com/symbol/ueic,
UFPI,Universal Forest Products Inc,105.55,$2.14B,1993,Basic Industries,Forest Products,http//www.nasdaq.com/symbol/ufpi,
ULH,Universal Logistics Holdings Inc,13.55,$385.01M,na,Transportation,Trucking Freight/Courier Services,http//www.nasdaq.com/symbol/ulh,
USAP,Universal Stainless & Alloy Products Inc,10.76,$77.54M,1994,Basic Industries,Steel/Iron Ore,http//www.nasdaq.com/symbol/usap,
UVSP,Univest Corporation of Pennsylvania,22.03,$585.01M,na,Finance,Major Banks,http//www.nasdaq.com/symbol/uvsp,
UPLD,Upland Software Inc,8.9,$153.13M,2014,Technology,Computer Software Prepackaged Software,http//www.nasdaq.com/symbol/upld,
URRE,Uranium Resources Inc,1.38,$11.82M,na,Basic Industries,Precious Metals,http//www.nasdaq.com/symbol/urre,
URBN,Urban Outfitters Inc,31.24,$3.66B,1993,Consumer Services,Clothing/Shoe/Accessory Stores,http//www.nasdaq.com/symbol/urbn,
ECOL,US Ecology Inc,44.09,$960M,na,Public Utilities,Environmental Services,http//www.nasdaq.com/symbol/ecol,
USAT,USA Technologies Inc,5.11,$187.71M,na,Miscellaneous,Office Equipment/Supplies/Services,http//www.nasdaq.com/symbol/usat,
USATP,USA Technologies Inc,18.39,$8.18M,na,Miscellaneous,Office Equipment/Supplies/Services,http//www.nasdaq.com/symbol/usatp,
USAK,USA Truck Inc,12.49,$104.71M,1992,Transportation,Trucking Freight/Courier Services,http//www.nasdaq.com/symbol/usak,
USMD,USMD Holdings Inc,19.99,$227.76M,na,Health Care,Hospital/Nursing Management,http//www.nasdaq.com/symbol/usmd,
UTMD,Utah Medical Products Inc,62.68,$235.74M,na,Health Care,Medical_Dental Instruments,http//www.nasdaq.com/symbol/utmd,
UTSI,UTStarcom Holdings Corp,2.0799,$76.41M,2000,Consumer Durables,Telecommunications Equipment,http//www.nasdaq.com/symbol/utsi,
VALX,Validea Market Legends ETF,24.324,$23.11M,na,na,na,http//www.nasdaq.com/symbol/valx,
VALU,Value Line Inc,18.25,$177.56M,1983,Finance,Investment Managers,http//www.nasdaq.com/symbol/valu,
VNDA,Vanda Pharmaceuticals Inc.,12.55,$543.22M,2006,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/vnda,
BBH,VanEck Vectors Biotech ETF,115.18,$610.05M,na,na,na,http//www.nasdaq.com/symbol/bbh,
GNRX,VanEck Vectors Generic Drugs ETF,25.73,$2.57M,na,na,na,http//www.nasdaq.com/symbol/gnrx,
PPH,VanEck Vectors Pharmaceutical ETF,60.97,$258.4M,na,na,na,http//www.nasdaq.com/symbol/pph,
VWOB,Vanguard Emerging Markets Government Bond ETF,81.61,$775.78M,na,na,na,http//www.nasdaq.com/symbol/vwob,
VNQI,Vanguard Global ex-U.S. Real Estate ETF,57.12,$3.71B,na,na,na,http//www.nasdaq.com/symbol/vnqi,
VGIT,Vanguard Intermediate -Term Government Bond ETF,66.61,$875.98M,na,na,na,http//www.nasdaq.com/symbol/vgit,
VCIT,Vanguard Intermediate-Term Corporate Bond ETF,89.45,$9.88B,na,na,na,http//www.nasdaq.com/symbol/vcit,
VIGI,Vanguard International Dividend Appreciation ETF,57.8,$118.49M,na,na,na,http//www.nasdaq.com/symbol/vigi,
VYMI,Vanguard International High Dividend Yield ETF,56.69,$102.04M,na,na,na,http//www.nasdaq.com/symbol/vymi,
VCLT,Vanguard Long-Term Corporate Bond ETF,95.61,$1.47B,na,na,na,http//www.nasdaq.com/symbol/vclt,
VGLT,Vanguard Long-Term Government Bond ETF,84.88,$581.77M,na,na,na,http//www.nasdaq.com/symbol/vglt,
VMBS,Vanguard Mortgage-Backed Securities ETF,53.75,$2.77B,na,na,na,http//www.nasdaq.com/symbol/vmbs,
VNR,Vanguard Natural Resources LLC,1.56,$204.42M,na,Energy,Oil & Gas Production,http//www.nasdaq.com/symbol/vnr,
